category,move,trainer,pokemon,path,catalogMatched,source,validationStatus,effects,decisions,issues,selfDebuffIssues
fullyAutomated,Swords Dance,James HiBorn,Dodrio,trainers/James_HiBorn/sheets/Dodrio_59_c16367fa,true,catalog+sheet_build,automatic,enhanced_trait,,,
fullyAutomated,Drill Peck,James HiBorn,Dodrio,trainers/James_HiBorn/sheets/Dodrio_59_c16367fa,true,catalog+sheet_build,automatic,damage,,,
fullyAutomated,Quick Attack,James HiBorn,Dodrio,trainers/James_HiBorn/sheets/Dodrio_59_c16367fa,true,catalog+sheet_build,automatic,damage+enhanced_trait,,,
fullyAutomated,Agility,James HiBorn,Dodrio,trainers/James_HiBorn/sheets/Dodrio_59_c16367fa,true,catalog+sheet_build,automatic,enhanced_trait,,,
needsReview,Novo Poder,James HiBorn,Dodrio,trainers/James_HiBorn/sheets/Dodrio_59_c16367fa,false,sheet_build,needs_review,senses,,dangling_linked,
needsReview,Whirlpool,James HiBorn,Empoleon,trainers/James_HiBorn/sheets/Empoleon_0_9597eda5,true,catalog+sheet_build,needs_review,damage+affliction+nullify,,,
automatedWithFallback,Imperatriz do mar,James HiBorn,Empoleon,trainers/James_HiBorn/sheets/Empoleon_0_9597eda5,false,sheet_build,automatic,damage,,,
requiresRuntimeDecision,Hidro Pump,James HiBorn,Empoleon,trainers/James_HiBorn/sheets/Empoleon_0_9597eda5,false,sheet_build,needs_review,damage+move_object,,,
needsReview,Magic Cylinder,James HiBorn,Empoleon,trainers/James_HiBorn/sheets/Empoleon_0_9597eda5,false,sheet_build,needs_review,deflect,,,
fullyAutomated,Aqua Jet,James HiBorn,Empoleon,trainers/James_HiBorn/sheets/Empoleon_0_9597eda5,true,catalog+sheet_build,partial,damage+movement+enhanced_trait,,,
fullyAutomated,Icy Wind,James HiBorn,Empoleon,trainers/James_HiBorn/sheets/Empoleon_0_9597eda5,true,catalog+sheet_build,automatic,damage+weaken,,,
fullyAutomated,Power Swap,James HiBorn,Espeon,trainers/James_HiBorn/sheets/Espeon_0_3cb985b2,true,catalog+sheet_build,partial,immunity+enhanced_trait,,,
fullyAutomated,Psychic,James HiBorn,Espeon,trainers/James_HiBorn/sheets/Espeon_0_3cb985b2,true,catalog+sheet_build,automatic,damage+weaken,,,
needsReview,Mind control,James HiBorn,Espeon,trainers/James_HiBorn/sheets/Espeon_0_3cb985b2,false,sheet_build,needs_review,affliction,,fades_on_instant,
needsReview,Gatinho mental,James HiBorn,Espeon,trainers/James_HiBorn/sheets/Espeon_0_3cb985b2,false,sheet_build,needs_review,custom+communication,,custom_effect,
requiresRuntimeDecision,Batton pass,James HiBorn,Espeon,trainers/James_HiBorn/sheets/Espeon_0_3cb985b2,false,sheet_build,needs_review,teleport+enhanced_trait,,,
requiresRuntimeDecision,Teleport,James HiBorn,Espeon,trainers/James_HiBorn/sheets/Espeon_0_3cb985b2,true,catalog+sheet_build,needs_review,teleport,,,
automatedWithFallback,Psy Up,James HiBorn,Espeon,trainers/James_HiBorn/sheets/Espeon_0_3cb985b2,false,sheet_build,automatic,enhanced_trait,,,
requiresRuntimeDecision,Power Whip,James HiBorn,Ferrothorn,trainers/James_HiBorn/sheets/Ferrothorn_171_4d0ad4b8,true,catalog+sheet_build,automatic,damage,,unreliable_50_percent,
needsReview,Gravity,James HiBorn,Ferrothorn,trainers/James_HiBorn/sheets/Ferrothorn_171_4d0ad4b8,true,catalog+sheet_build,needs_review,move_object,,dangling_linked|unknown_extra,
fullyAutomated,Pin Missile,James HiBorn,Ferrothorn,trainers/James_HiBorn/sheets/Ferrothorn_171_4d0ad4b8,true,catalog+sheet_build,automatic,damage,,,
requiresRuntimeDecision,Bolinha de ferro,James HiBorn,Ferrothorn,trainers/James_HiBorn/sheets/Ferrothorn_171_4d0ad4b8,false,sheet_build,needs_review,protection+senses+movement+growth,,,
automatedWithFallback,Novo Poder,James HiBorn,Ferrothorn,trainers/James_HiBorn/sheets/Ferrothorn_171_4d0ad4b8,false,sheet_build,partial,immunity,,,
fullyAutomated,Earthquake,James HiBorn,Golem,trainers/James_HiBorn/sheets/Golem_0_9d2a4e59,true,catalog+sheet_build,automatic,damage,,,
fullyAutomated,Rock Blast,James HiBorn,Golem,trainers/James_HiBorn/sheets/Golem_0_9d2a4e59,true,catalog+sheet_build,automatic,damage,,,
needsReview,Smack Down,James HiBorn,Golem,trainers/James_HiBorn/sheets/Golem_0_9d2a4e59,true,catalog+sheet_build,needs_review,damage+nullify,,,
fullyAutomated,Explosion,James HiBorn,Golem,trainers/James_HiBorn/sheets/Golem_0_9d2a4e59,true,catalog+sheet_build,automatic,damage,,,
fullyAutomated,Rock Polish,James HiBorn,Golem,trainers/James_HiBorn/sheets/Golem_0_9d2a4e59,true,catalog+sheet_build,automatic,enhanced_trait,,,
needsReview,Rollout,James HiBorn,Golem,trainers/James_HiBorn/sheets/Golem_0_9d2a4e59,true,catalog+sheet_build,needs_review,damage+nullify+feature,,,
fullyAutomated,Tri Attack,James HiBorn,Magneton,trainers/James_HiBorn/sheets/Magneton_56_228d3af7,true,catalog+sheet_build,automatic,damage+affliction,,,
requiresRuntimeDecision,Zap Cannon,James HiBorn,Magneton,trainers/James_HiBorn/sheets/Magneton_56_228d3af7,true,catalog+sheet_build,automatic,damage,,unreliable_50_percent,
needsReview,Electric Terrain,James HiBorn,Magneton,trainers/James_HiBorn/sheets/Magneton_56_228d3af7,true,catalog+sheet_build,needs_review,environment+nullify,,,
needsReview,Lock On,James HiBorn,Magneton,trainers/James_HiBorn/sheets/Magneton_56_228d3af7,true,catalog+sheet_build,needs_review,custom,,custom_effect,
needsReview,Gyro Ball,James HiBorn,Magneton,trainers/James_HiBorn/sheets/Magneton_56_228d3af7,true,catalog+sheet_build,needs_review,custom,,custom_effect,
requiresRuntimeDecision,Golpe Customizado,Jason,poliwag,trainers/Jason/sheets/poliwag_43_5e9687fe,false,sheet_build,needs_review,damage+create,,,
fullyAutomated,Aura Sphere,Logan,Blastoise,trainers/Logan/sheets/Blastoise_6_4f49c217,true,catalog+sheet_build,automatic,damage,,,
fullyAutomated,Dark Pulse,Logan,Blastoise,trainers/Logan/sheets/Blastoise_6_4f49c217,true,catalog+sheet_build,automatic,affliction+damage,,,
fullyAutomated,Flash Cannon,Logan,Blastoise,trainers/Logan/sheets/Blastoise_6_4f49c217,true,catalog+sheet_build,automatic,damage+weaken,,,
fullyAutomated,Hydro Pump,Logan,Blastoise,trainers/Logan/sheets/Blastoise_6_4f49c217,true,catalog+sheet_build,automatic,damage,,,
automatedWithFallback,Rain Dance: Environment 10,Logan,Blastoise,trainers/Logan/sheets/Blastoise_6_4f49c217,false,name_build+sheet_modifiers,partial,environment,,,
fullyAutomated,Rapid Spin,Logan,Blastoise,trainers/Logan/sheets/Blastoise_6_4f49c217,true,catalog+sheet_build,partial,damage+speed+speed+damage,,,
needsReview,Water Pulse,Logan,Blastoise,trainers/Logan/sheets/Blastoise_6_4f49c217,true,catalog+sheet_build,needs_review,affliction+damage+custom+damage,,custom_effect|unknown_extra,
automatedWithFallback,Bad Dreans,Logan,Darkrai,trainers/Logan/sheets/Darkrai_mm_Darkrai_563c60de,false,sheet_build,automatic,damage,,,
needsReview,Dark Pulse,Logan,Darkrai,trainers/Logan/sheets/Darkrai_mm_Darkrai_563c60de,true,catalog+sheet_build,needs_review,affliction+damage,,unknown_extra,
needsReview,Dark Void,Logan,Darkrai,trainers/Logan/sheets/Darkrai_mm_Darkrai_563c60de,false,sheet_build,needs_review,custom,,custom_effect,
needsReview,Dark Void Area,Logan,Darkrai,trainers/Logan/sheets/Darkrai_mm_Darkrai_563c60de,false,sheet_build,needs_review,custom,,custom_effect|unknown_extra,
needsReview,Disable: Nullify 22,Logan,Darkrai,trainers/Logan/sheets/Darkrai_mm_Darkrai_563c60de,false,name_build+sheet_modifiers,needs_review,nullify,,,
requiresRuntimeDecision,Dream Eater,Logan,Darkrai,trainers/Logan/sheets/Darkrai_mm_Darkrai_563c60de,false,sheet_build,needs_review,healing+regeneration+damage+affliction+variable+variable,,,
needsReview,Haze,Logan,Darkrai,trainers/Logan/sheets/Darkrai_mm_Darkrai_563c60de,true,catalog+sheet_build,needs_review,immunity+environment+damage,,unknown_extra,
automatedWithFallback,Nightmare,Logan,Darkrai,trainers/Logan/sheets/Darkrai_mm_Darkrai_563c60de,false,sheet_build,automatic,damage,,,
fullyAutomated,Dragon Claw,Logan,Dragonite,trainers/Logan/sheets/Dragonite_85_970ec475,true,catalog+sheet_build,automatic,damage,,,
fullyAutomated,Dragon Dance,Logan,Dragonite,trainers/Logan/sheets/Dragonite_85_970ec475,true,catalog+sheet_build,automatic,enhanced_trait,,,
needsReview,Mjonir,Logan,Dragonite,trainers/Logan/sheets/Dragonite_85_970ec475,false,sheet_build,needs_review,damage+damage+custom+affliction+weaken+custom,,custom_effect|custom_effect,
fullyAutomated,Roost,Logan,Dragonite,trainers/Logan/sheets/Dragonite_85_970ec475,true,catalog+sheet_build,automatic,healing,,,
needsReview,Tempestade Eletrica,Logan,Dragonite,trainers/Logan/sheets/Dragonite_85_970ec475,false,sheet_build,needs_review,environment+custom+affliction+damage+damage,,custom_effect|unknown_extra,
needsReview,Voar: Flight 5,Logan,Dragonite,trainers/Logan/sheets/Dragonite_85_970ec475,false,sheet_build,needs_review,speed+damage+custom+custom+enhanced_trait,,custom_effect|custom_effect,
needsReview,Cavar Dano,Logan,Infernape,trainers/Logan/sheets/Infernape_129_3a12cab3,false,sheet_build,needs_review,damage+feature,,,
fullyAutomated,Close Combat,Logan,Infernape,trainers/Logan/sheets/Infernape_129_3a12cab3,true,catalog+sheet_build,automatic,damage+enhanced_trait+enhanced_trait,,,
needsReview,Fire Spin,Logan,Infernape,trainers/Logan/sheets/Infernape_129_3a12cab3,true,catalog+sheet_build,needs_review,nullify+damage,,unknown_extra,
fullyAutomated,Flare Blitz,Logan,Infernape,trainers/Logan/sheets/Infernape_129_3a12cab3,true,catalog+sheet_build,automatic,damage,,,
fullyAutomated,Ice Punch,Logan,Infernape,trainers/Logan/sheets/Infernape_129_3a12cab3,true,catalog+sheet_build,automatic,affliction+damage+weaken,,,
needsReview,Taunt,Logan,Infernape,trainers/Logan/sheets/Infernape_129_3a12cab3,true,catalog+sheet_build,needs_review,affliction,,unknown_extra,
needsReview,Fire Spin,Logan,Magmortar,trainers/Logan/sheets/Magmotar_mm_Magmotar_f8619674,true,catalog+sheet_build,needs_review,environment+custom+damage,,custom_effect,
fullyAutomated,Lava Plume,Logan,Magmortar,trainers/Logan/sheets/Magmotar_mm_Magmotar_f8619674,true,catalog+sheet_build,automatic,damage+damage+weaken,,,
needsReview,Smogscreen,Logan,Magmortar,trainers/Logan/sheets/Magmotar_mm_Magmotar_f8619674,false,sheet_build,needs_review,custom+environment+damage,,custom_effect|unknown_extra,
automatedWithFallback,Andar na Floresta: Movement 1,Logan,Pikachu,trainers/Logan/sheets/Pikachu_18_defe6561,false,name_build+sheet_modifiers,partial,movement,,,
fullyAutomated,Electro Ball,Logan,Pikachu,trainers/Logan/sheets/Pikachu_18_defe6561,true,catalog+sheet_build,automatic,damage,,,
needsReview,Deflect: Deflect 15,Logan,Pikachu,trainers/Logan/sheets/Pikachu_18_defe6561,false,sheet_build,needs_review,deflect+deflect+damage+weaken,,unknown_extra,
fullyAutomated,Play Nice,Logan,Pikachu,trainers/Logan/sheets/Pikachu_18_defe6561,true,catalog+sheet_build,automatic,weaken,,,
fullyAutomated,Quick Attack,Logan,Pikachu,trainers/Logan/sheets/Pikachu_18_defe6561,true,catalog+sheet_build,automatic,damage+enhanced_trait,,,
needsReview,Thunderbolt,Logan,Pikachu,trainers/Logan/sheets/Pikachu_18_defe6561,true,catalog+sheet_build,needs_review,affliction+damage+weaken+custom,,custom_effect,
automatedWithFallback,Andar nos Sipós: Movement 2,Logan,Victribell,trainers/Logan/sheets/Victribell_0_59f6cafe,false,name_build+sheet_modifiers,partial,movement,,,
fullyAutomated,Leaf Blade,Logan,Victribell,trainers/Logan/sheets/Victribell_0_59f6cafe,true,catalog+sheet_build,automatic,damage,,,
automatedWithFallback,Leaf Poison,Logan,Victribell,trainers/Logan/sheets/Victribell_0_59f6cafe,false,sheet_build,automatic,damage+damage,,,
needsReview,Sleep Powder,Logan,Victribell,trainers/Logan/sheets/Victribell_0_59f6cafe,true,catalog+sheet_build,needs_review,affliction,,unknown_extra,
needsReview,Sludge Wave,Logan,Victribell,trainers/Logan/sheets/Victribell_0_59f6cafe,true,catalog+sheet_build,needs_review,damage+damage,,unknown_extra,
automatedWithFallback,Stockpille,Logan,Victribell,trainers/Logan/sheets/Victribell_0_59f6cafe,false,sheet_build,automatic,enhanced_trait,,,
needsReview,Sweet Scent,Logan,Victribell,trainers/Logan/sheets/Victribell_0_59f6cafe,true,catalog+sheet_build,needs_review,custom+affliction+damage+damage+move_object,,custom_effect|unknown_extra,
fullyAutomated,Poison Powder,Nala,Chikorita,trainers/Nala/sheets/Chikorita_180_f114aa2a,true,catalog+sheet_build,automatic,affliction+damage,,,
fullyAutomated,Razor Leaf,Nala,Chikorita,trainers/Nala/sheets/Chikorita_180_f114aa2a,true,catalog+sheet_build,automatic,damage,,,
fullyAutomated,Vine Whip,Nala,Chikorita,trainers/Nala/sheets/Chikorita_180_f114aa2a,true,catalog+sheet_build,automatic,damage,,,
fullyAutomated,Synthesis,Nala,Chikorita,trainers/Nala/sheets/Chikorita_180_f114aa2a,true,catalog+sheet_build,automatic,healing,,,
requiresRuntimeDecision,Ally Switch,Nala,Dottler,trainers/Nala/sheets/Dottler_268_6664b571,true,catalog+sheet_build,needs_review,teleport+enhanced_trait,,,
fullyAutomated,Psychic,Nala,Dottler,trainers/Nala/sheets/Dottler_268_6664b571,true,catalog+sheet_build,automatic,damage+weaken,,,
fullyAutomated,Light Screen,Nala,Dottler,trainers/Nala/sheets/Dottler_268_6664b571,true,catalog+sheet_build,partial,immunity,,,
fullyAutomated,Reflect,Nala,Dottler,trainers/Nala/sheets/Dottler_268_6664b571,true,catalog+sheet_build,partial,immunity,,,
fullyAutomated,Calm Mind,Nala,Dottler,trainers/Nala/sheets/Dottler_268_6664b571,true,catalog+sheet_build,automatic,enhanced_trait+enhanced_trait,,,
fullyAutomated,Bug Buzz,Nala,Dottler,trainers/Nala/sheets/Dottler_268_6664b571,true,catalog+sheet_build,automatic,damage+weaken,,,
fullyAutomated,Trick Room,Nala,Dottler,trainers/Nala/sheets/Dottler_268_6664b571,true,catalog+sheet_build,partial,environment,,,
needsReview,Skill Swap,Nala,Dottler,trainers/Nala/sheets/Dottler_268_6664b571,true,catalog+sheet_build,needs_review,feature,,,
fullyAutomated,Protect,Nala,Dottler,trainers/Nala/sheets/Dottler_268_6664b571,true,catalog+sheet_build,partial,immunity,,,
fullyAutomated,Rest,Nala,Dottler,trainers/Nala/sheets/Dottler_268_6664b571,true,catalog+sheet_build,automatic,healing+affliction,,,
needsReview,Helping Hand,Nala,Dottler,trainers/Nala/sheets/Dottler_268_6664b571,true,catalog+sheet_build,needs_review,feature,,,
fullyAutomated,Brine,Nala,Kingler,trainers/Nala/sheets/Krabbynho_mm_Krabbynho_e0d4c0e4,true,catalog+sheet_build,automatic,damage,,,
automatedWithFallback,Guilliotine,Nala,Kingler,trainers/Nala/sheets/Krabbynho_mm_Krabbynho_e0d4c0e4,false,sheet_build,automatic,damage,,,
fullyAutomated,Harden,Nala,Kingler,trainers/Nala/sheets/Krabbynho_mm_Krabbynho_e0d4c0e4,true,catalog+sheet_build,automatic,enhanced_trait,,,
fullyAutomated,Metal Claw,Nala,Kingler,trainers/Nala/sheets/Krabbynho_mm_Krabbynho_e0d4c0e4,true,catalog+sheet_build,automatic,damage+enhanced_trait,,,
needsReview,Mud Shot,Nala,Kingler,trainers/Nala/sheets/Krabbynho_mm_Krabbynho_e0d4c0e4,true,catalog+sheet_build,needs_review,damage+custom,,custom_effect,
fullyAutomated,Air Slash,Nala,Noctowl,trainers/Nala/sheets/Noctowl_16_70567f30,true,catalog+sheet_build,automatic,damage+affliction,,,
automatedWithFallback,Extrassensory,Nala,Noctowl,trainers/Nala/sheets/Noctowl_16_70567f30,false,sheet_build,automatic,damage+affliction+affliction+affliction,,,
requiresRuntimeDecision,Hypnosis,Nala,Noctowl,trainers/Nala/sheets/Noctowl_16_70567f30,true,catalog+sheet_build,automatic,affliction,,unreliable_50_percent,
fullyAutomated,Roost,Nala,Noctowl,trainers/Nala/sheets/Noctowl_16_70567f30,true,catalog+sheet_build,automatic,healing,,,
needsReview,Visão Aguçada: Senses 9,Nala,Noctowl,trainers/Nala/sheets/Noctowl_16_70567f30,false,sheet_build,needs_review,custom,,custom_effect,
automatedWithFallback,Vôo: Flight 3,Nala,Noctowl,trainers/Nala/sheets/Noctowl_16_70567f30,false,name_build+sheet_modifiers,partial,flight,,,
needsReview,Hypnosis: Illusion 10,Nala,Noctowl,trainers/Nala/sheets/Noctowl_16_70567f30,false,sheet_build,needs_review,custom,,custom_effect,
fullyAutomated,Nasty Plot,Nala,PICHU,trainers/Nala/sheets/PICHU_17_985ba461,true,catalog+sheet_build,automatic,enhanced_trait,,,
fullyAutomated,Play Nice,Nala,PICHU,trainers/Nala/sheets/PICHU_17_985ba461,true,catalog+sheet_build,automatic,weaken,,,
automatedWithFallback,Sweet Kiss,Nala,PICHU,trainers/Nala/sheets/PICHU_17_985ba461,false,sheet_build,automatic,damage+affliction,,,
fullyAutomated,Tail Whip,Nala,PICHU,trainers/Nala/sheets/PICHU_17_985ba461,true,catalog+sheet_build,automatic,weaken,,,
fullyAutomated,Thunderbolt,Nala,PICHU,trainers/Nala/sheets/PICHU_17_985ba461,true,catalog+sheet_build,automatic,damage+affliction,,,
fullyAutomated,Stomping Tantrum,Nala,Primeape,trainers/Nala/sheets/Primeape_40_d0335bf5,true,catalog+sheet_build,automatic,damage+damage,,,
needsReview,Pursuit,Nala,Primeape,trainers/Nala/sheets/Primeape_40_d0335bf5,true,catalog+sheet_build,needs_review,damage+custom,,custom_effect,
fullyAutomated,Rage,Nala,Primeape,trainers/Nala/sheets/Primeape_40_d0335bf5,true,catalog+sheet_build,automatic,damage,,,
requiresRuntimeDecision,Cross Chop,Nala,Primeape,trainers/Nala/sheets/Primeape_40_d0335bf5,false,sheet_build,automatic,damage,,unreliable_50_percent,
fullyAutomated,Leer,Nala,Primeape,trainers/Nala/sheets/Primeape_40_d0335bf5,true,catalog+sheet_build,automatic,weaken,,,
automatedWithFallback,Salta Macaco,Nala,Primeape,trainers/Nala/sheets/Primeape_40_d0335bf5,false,sheet_build,partial,leaping,,,
automatedWithFallback,Andando na Floresta,Nala,Primeape,trainers/Nala/sheets/Primeape_40_d0335bf5,false,sheet_build,partial,movement,,,
fullyAutomated,Horn Leech,Nala,Sawsbuck,trainers/Nala/sheets/Sawsbuck_410_da743bf1,true,catalog+sheet_build,automatic,damage+healing,,,
fullyAutomated,Megahorn,Nala,Sawsbuck,trainers/Nala/sheets/Sawsbuck_410_da743bf1,true,catalog+sheet_build,automatic,damage,,,
needsReview,Take Down,Nala,Sawsbuck,trainers/Nala/sheets/Sawsbuck_410_da743bf1,true,catalog+sheet_build,needs_review,custom,,custom_effect,
fullyAutomated,Sunny Day,Nala,Sawsbuck,trainers/Nala/sheets/Sawsbuck_410_da743bf1,true,catalog+sheet_build,partial,environment,,,
needsReview,Hail,Nala,Sawsbuck,trainers/Nala/sheets/Sawsbuck_410_da743bf1,true,catalog+sheet_build,needs_review,damage+environment,,fades_on_instant,
fullyAutomated,Energy Ball,Nala,Sawsbuck,trainers/Nala/sheets/Sawsbuck_410_da743bf1,true,catalog+sheet_build,automatic,damage+weaken,,,
automatedWithFallback,Camoflagem,Nala,Sawsbuck,trainers/Nala/sheets/Sawsbuck_410_da743bf1,false,sheet_build,partial,senses,,,
automatedWithFallback,Rapidinha,Nala,Sawsbuck,trainers/Nala/sheets/Sawsbuck_410_da743bf1,false,sheet_build,partial,speed,,,
needsReview,Fire Spin,Nyx,Houndour,trainers/Nyx/sheets/Houndour_201_02752087,true,catalog+sheet_build,needs_review,damage+nullify+damage,,,
fullyAutomated,Crunch,Nyx,Houndour,trainers/Nyx/sheets/Houndour_201_02752087,true,catalog+sheet_build,automatic,damage+weaken,,,
needsReview,Punishment,Nyx,Houndour,trainers/Nyx/sheets/Houndour_201_02752087,true,catalog+sheet_build,needs_review,custom,,custom_effect,
fullyAutomated,Torment,Nyx,Houndour,trainers/Nyx/sheets/Houndour_201_02752087,true,catalog+sheet_build,automatic,affliction,,,
needsReview,Howl,Nyx,Houndour,trainers/Nyx/sheets/Houndour_201_02752087,true,catalog+sheet_build,needs_review,enhanced_trait,,selective_without_area,
fullyAutomated,Sucker Punch,Nyx,Houndour,trainers/Nyx/sheets/Houndour_201_02752087,true,catalog+sheet_build,automatic,damage,,,
needsReview,Dig,Nyx,yungoos,trainers/Nyx/sheets/yungoos_235_4a675350,true,catalog+sheet_build,needs_review,custom,,custom_effect,
fullyAutomated,Bite,Nyx,yungoos,trainers/Nyx/sheets/yungoos_235_4a675350,true,catalog+sheet_build,automatic,damage+affliction,,,
automatedWithFallback,Sentido Aguçado,Nyx,yungoos,trainers/Nyx/sheets/yungoos_235_4a675350,false,sheet_build,partial,senses,,,
automatedWithFallback,Movimentar na Floresta,RCsar,Doduo,trainers/RCsar/sheets/Doduo_58_6dd6e009,false,sheet_build,partial,movement,,,
automatedWithFallback,Salto,RCsar,Doduo,trainers/RCsar/sheets/Doduo_58_6dd6e009,false,sheet_build,partial,leaping,,,
automatedWithFallback,Sentidos,RCsar,Doduo,trainers/RCsar/sheets/Doduo_58_6dd6e009,false,sheet_build,partial,senses,,,
fullyAutomated,Body Slam,RCsar,Doduo,trainers/RCsar/sheets/Doduo_58_6dd6e009,true,catalog+sheet_build,automatic,damage+affliction+weaken,,,
fullyAutomated,Supersonic,RCsar,Doduo,trainers/RCsar/sheets/Doduo_58_6dd6e009,true,catalog+sheet_build,automatic,affliction+affliction,,,
fullyAutomated,Drill Peck,RCsar,Doduo,trainers/RCsar/sheets/Doduo_58_6dd6e009,true,catalog+sheet_build,automatic,damage,,,
fullyAutomated,Acrobatics,RCsar,chimchar,trainers/RCsar/sheets/chimchar_127_8d128381,true,catalog+sheet_build,automatic,damage+damage,,,
fullyAutomated,Flame Wheel,RCsar,chimchar,trainers/RCsar/sheets/chimchar_127_8d128381,true,catalog+sheet_build,automatic,damage+weaken+damage+affliction,,,
fullyAutomated,Fury Swipes,RCsar,chimchar,trainers/RCsar/sheets/chimchar_127_8d128381,true,catalog+sheet_build,automatic,damage,,,
fullyAutomated,Slack Off,RCsar,chimchar,trainers/RCsar/sheets/chimchar_127_8d128381,true,catalog+sheet_build,automatic,healing,,,
automatedWithFallback,Escalar,RCsar,chimchar,trainers/RCsar/sheets/chimchar_127_8d128381,false,sheet_build,partial,movement,,,
automatedWithFallback,Sense,RCsar,chimchar,trainers/RCsar/sheets/chimchar_127_8d128381,false,sheet_build,partial,senses,,,
fullyAutomated,Acrobatics,RCsar,chimchar,trainers/RCsar/sheets/chimchar_127_d13bba8b,true,catalog+sheet_build,automatic,damage+damage,,,
fullyAutomated,Flame Wheel,RCsar,chimchar,trainers/RCsar/sheets/chimchar_127_d13bba8b,true,catalog+sheet_build,automatic,damage+weaken+damage+affliction,,,
fullyAutomated,Fury Swipes,RCsar,chimchar,trainers/RCsar/sheets/chimchar_127_d13bba8b,true,catalog+sheet_build,automatic,damage,,,
fullyAutomated,Slack Off,RCsar,chimchar,trainers/RCsar/sheets/chimchar_127_d13bba8b,true,catalog+sheet_build,automatic,healing,,,
automatedWithFallback,Escalar,RCsar,chimchar,trainers/RCsar/sheets/chimchar_127_d13bba8b,false,sheet_build,partial,movement,,,
automatedWithFallback,Sense,RCsar,chimchar,trainers/RCsar/sheets/chimchar_127_d13bba8b,false,sheet_build,partial,senses,,,
needsReview,Charge,RCsar,shinx,trainers/RCsar/sheets/shinx_135_23aafa80,true,catalog+sheet_build,needs_review,enhanced_trait+custom,,custom_effect,
fullyAutomated,Crunch,RCsar,shinx,trainers/RCsar/sheets/shinx_135_23aafa80,true,catalog+sheet_build,automatic,damage+weaken,,,
fullyAutomated,Spark,RCsar,shinx,trainers/RCsar/sheets/shinx_135_23aafa80,true,catalog+sheet_build,automatic,damage+affliction+affliction,,,
needsReview,Charge,Safira,shinx,trainers/Safira/sheets/shinx_129_25fd4f57,true,catalog+sheet_build,needs_review,enhanced_trait+custom,,custom_effect,
requiresRuntimeDecision,Roar,Safira,shinx,trainers/Safira/sheets/shinx_129_25fd4f57,true,catalog+sheet_build,needs_review,teleport,,,
fullyAutomated,Night Slash,Safira,shinx,trainers/Safira/sheets/shinx_129_25fd4f57,true,catalog+sheet_build,automatic,damage,,,
needsReview,Howl,Safira,shinx,trainers/Safira/sheets/shinx_129_25fd4f57,true,catalog+sheet_build,needs_review,enhanced_trait,,selective_without_area,
requiresRuntimeDecision,Thunder,Shintaro,Electivire,trainers/Shintaro/sheets/Electivire_77_94f88c8f,true,catalog+sheet_build,automatic,damage+affliction,,unreliable_50_percent,
fullyAutomated,Flamethrower,Shintaro,Electivire,trainers/Shintaro/sheets/Electivire_77_94f88c8f,true,catalog+sheet_build,automatic,damage+weaken+damage+affliction,,,
fullyAutomated,Charge Beam,Shintaro,Electivire,trainers/Shintaro/sheets/Electivire_77_94f88c8f,true,catalog+sheet_build,automatic,damage+enhanced_trait,,,
requiresRuntimeDecision,Volt Switch,Shintaro,Electivire,trainers/Shintaro/sheets/Electivire_77_94f88c8f,true,catalog+sheet_build,needs_review,damage+teleport,,,
fullyAutomated,Taunt,Shintaro,Electivire,trainers/Shintaro/sheets/Electivire_77_94f88c8f,true,catalog+sheet_build,automatic,affliction,,,
needsReview,Ion Deluge,Shintaro,Electivire,trainers/Shintaro/sheets/Electivire_77_94f88c8f,true,catalog+sheet_build,needs_review,feature,,,
needsReview,Counter,Shintaro,Lycanroc (Midnight),trainers/Shintaro/sheets/Lycanroc__Midnight__295_302dd50b,true,catalog+sheet_build,needs_review,damage,,reaction_needs_trigger,
requiresRuntimeDecision,Roar,Shintaro,Lycanroc (Midnight),trainers/Shintaro/sheets/Lycanroc__Midnight__295_302dd50b,true,catalog+sheet_build,needs_review,teleport,,,
automatedWithFallback,Rock Throw,Shintaro,Lycanroc (Midnight),trainers/Shintaro/sheets/Lycanroc__Midnight__295_302dd50b,false,sheet_build,automatic,damage,,,
fullyAutomated,Sand Attack,Shintaro,Lycanroc (Midnight),trainers/Shintaro/sheets/Lycanroc__Midnight__295_302dd50b,true,catalog+sheet_build,automatic,weaken,,,
requiresRuntimeDecision,Stone Edge (Alternativo - Palissada de Estacas),Shintaro,Lycanroc (Midnight),trainers/Shintaro/sheets/Lycanroc__Midnight__295_302dd50b,true,catalog+sheet_build,needs_review,create+damage,,,
fullyAutomated,Charm,Shintaro,Ponyta (Galar),trainers/Shintaro/sheets/Ponyta_Galar_53_21c27348,true,catalog+sheet_build,automatic,weaken,,,
fullyAutomated,Morning Sun,Shintaro,Ponyta (Galar),trainers/Shintaro/sheets/Ponyta_Galar_53_21c27348,true,catalog+sheet_build,automatic,healing,,,
needsReview,Emotional Resonance,Shintaro,Ponyta (Galar),trainers/Shintaro/sheets/Ponyta_Galar_53_21c27348,false,sheet_build,needs_review,custom+deflect,,custom_effect,
fullyAutomated,Psybeam,Shintaro,Ponyta (Galar),trainers/Shintaro/sheets/Ponyta_Galar_53_21c27348,true,catalog+sheet_build,automatic,damage+affliction,,,
requiresRuntimeDecision,Hypnosis,Shintaro,Ponyta (Galar),trainers/Shintaro/sheets/Ponyta_Galar_53_21c27348,true,catalog+sheet_build,automatic,affliction,,unreliable_50_percent,
